0 	 Reward:  -0.002 	 Win Rate:  0.0 	 Completion:  0 	 Efficiency:  0 	 Duration:  0 	 Loss:  0 	 LR:  [0.0005] 	 Epsilon:  0.95
62500 	 Reward:  2.502 	 Win Rate:  0.0 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5828306674957275 	 LR:  [0.0005] 	 Epsilon:  0.37735360253530714
63000 	 Reward:  2.547 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5900087952613831 	 LR:  [0.0005] 	 Epsilon:  0.37735360253530714
63500 	 Reward:  2.654 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5993504524230957 	 LR:  [0.0005] 	 Epsilon:  0.37735360253530714
64000 	 Reward:  2.318 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5937489867210388 	 LR:  [0.0005] 	 Epsilon:  0.37735360253530714
64500 	 Reward:  2.728 	 Win Rate:  0.0 	 Completion:  57 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.5786743760108948 	 LR:  [0.0005] 	 Epsilon:  0.37735360253530714
65000 	 Reward:  2.752 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5967309474945068 	 LR:  [0.0005] 	 Epsilon:  0.37735360253530714
65500 	 Reward:  2.722 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5968042612075806 	 LR:  [0.0005] 	 Epsilon:  0.37735360253530714
66000 	 Reward:  2.818 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.6055170893669128 	 LR:  [0.0005] 	 Epsilon:  0.37735360253530714
66500 	 Reward:  2.71 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5782104730606079 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
67000 	 Reward:  2.721 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.6027544736862183 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
67500 	 Reward:  2.698 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5788313150405884 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
68000 	 Reward:  2.851 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5478515028953552 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
68500 	 Reward:  2.609 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.5683092474937439 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
69000 	 Reward:  2.779 	 Win Rate:  0.0 	 Completion:  57 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.60360187292099 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
69500 	 Reward:  2.701 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5995906591415405 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
70000 	 Reward:  2.69 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.6065640449523926 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
70500 	 Reward:  2.67 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.6113573312759399 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
71000 	 Reward:  2.55 	 Win Rate:  0.0 	 Completion:  55 	 Efficiency:  54 	 Duration:  0 	 Loss:  0.5699220895767212 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
71500 	 Reward:  2.819 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5849535465240479 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
72000 	 Reward:  2.813 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5722917318344116 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
72500 	 Reward:  2.648 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5614798069000244 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
73000 	 Reward:  2.607 	 Win Rate:  0.4 	 Completion:  55 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.5850647687911987 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
73500 	 Reward:  2.237 	 Win Rate:  0.4 	 Completion:  55 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.5920154452323914 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
74000 	 Reward:  2.552 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5752991437911987 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
74500 	 Reward:  2.627 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5847604274749756 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
75000 	 Reward:  2.723 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.6063293218612671 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
75500 	 Reward:  2.65 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5799605250358582 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
76000 	 Reward:  2.809 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5685418844223022 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
76500 	 Reward:  2.702 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5853124260902405 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
77000 	 Reward:  2.749 	 Win Rate:  0.4 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5962603688240051 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
77500 	 Reward:  2.975 	 Win Rate:  0.6 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5550813674926758 	 LR:  [0.0005] 	 Epsilon:  0.35848592240854177
78000 	 Reward:  2.466 	 Win Rate:  0.4 	 Completion:  56 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.6123798489570618 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
78500 	 Reward:  2.823 	 Win Rate:  0.0 	 Completion:  61 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5698692202568054 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
79000 	 Reward:  2.719 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5763531923294067 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
79500 	 Reward:  2.533 	 Win Rate:  0.0 	 Completion:  55 	 Efficiency:  54 	 Duration:  0 	 Loss:  0.5751857757568359 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
80000 	 Reward:  2.598 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5588692426681519 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
80500 	 Reward:  2.624 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.6033229827880859 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
81000 	 Reward:  2.849 	 Win Rate:  0.8 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.599450409412384 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
81500 	 Reward:  2.844 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5756312608718872 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
82000 	 Reward:  2.81 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5837126970291138 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
82500 	 Reward:  3.001 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5942848324775696 	 LR:  [0.0005] 	 Epsilon:  0.34056162628811465
83000 	 Reward:  3.11 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.568823516368866 	 LR:  [0.0005] 	 Epsilon:  0.3235335449737089
83500 	 Reward:  2.651 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5782791972160339 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
84000 	 Reward:  2.608 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.603376030921936 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
84500 	 Reward:  2.971 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5751419067382812 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
85000 	 Reward:  2.992 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5880644917488098 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
85500 	 Reward:  3.116 	 Win Rate:  0.2 	 Completion:  62 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5762948393821716 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
86000 	 Reward:  3.038 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5719948410987854 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
86500 	 Reward:  3.029 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5539275407791138 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
87000 	 Reward:  2.63 	 Win Rate:  0.4 	 Completion:  57 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.5564259886741638 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
87500 	 Reward:  2.611 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5817777514457703 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
88000 	 Reward:  2.583 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.600101888179779 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
88500 	 Reward:  2.944 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5806974172592163 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
89000 	 Reward:  2.743 	 Win Rate:  0.0 	 Completion:  55 	 Efficiency:  54 	 Duration:  0 	 Loss:  0.5775923132896423 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
89500 	 Reward:  2.927 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5691767334938049 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
90000 	 Reward:  2.837 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5934173464775085 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
90500 	 Reward:  3.059 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5420745611190796 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
91000 	 Reward:  3.04 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5804836750030518 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
91500 	 Reward:  2.814 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5637620091438293 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
92000 	 Reward:  2.854 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5662307143211365 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
92500 	 Reward:  2.664 	 Win Rate:  0.0 	 Completion:  57 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.5995882153511047 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
93000 	 Reward:  2.741 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5659865736961365 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
93500 	 Reward:  2.916 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.584485650062561 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
94000 	 Reward:  2.648 	 Win Rate:  0.0 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5875129699707031 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
94500 	 Reward:  3.0 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5677187442779541 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
95000 	 Reward:  2.979 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5915230512619019 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
95500 	 Reward:  2.813 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5821219682693481 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
96000 	 Reward:  3.136 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5888131260871887 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
96500 	 Reward:  2.922 	 Win Rate:  0.6 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5760104060173035 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
97000 	 Reward:  2.854 	 Win Rate:  0.6 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5599380135536194 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
97500 	 Reward:  2.846 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5585113763809204 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
98000 	 Reward:  2.941 	 Win Rate:  0.0 	 Completion:  61 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5527114868164062 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
98500 	 Reward:  2.725 	 Win Rate:  0.4 	 Completion:  56 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5903138518333435 	 LR:  [0.0005] 	 Epsilon:  0.30735686772502346
99000 	 Reward:  3.093 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5494921207427979 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
99500 	 Reward:  2.902 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.571297287940979 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
100000 	 Reward:  3.043 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5603775382041931 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
100500 	 Reward:  2.97 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5872378945350647 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
101000 	 Reward:  2.871 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5589050054550171 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
101500 	 Reward:  2.828 	 Win Rate:  0.4 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5928406715393066 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
102000 	 Reward:  2.972 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5687171220779419 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
102500 	 Reward:  2.817 	 Win Rate:  0.4 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5554400682449341 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
103000 	 Reward:  2.76 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5574796795845032 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
103500 	 Reward:  2.937 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5430594682693481 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
104000 	 Reward:  2.832 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.6145737171173096 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
104500 	 Reward:  2.937 	 Win Rate:  0.6 	 Completion:  59 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5808133482933044 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
105000 	 Reward:  3.002 	 Win Rate:  0.4 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5672129392623901 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
105500 	 Reward:  3.015 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.555854856967926 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
106000 	 Reward:  2.902 	 Win Rate:  0.0 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5487071871757507 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
106500 	 Reward:  2.769 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5715014934539795 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
107000 	 Reward:  2.731 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5503758192062378 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
107500 	 Reward:  2.852 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5745712518692017 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
108000 	 Reward:  2.805 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5455985069274902 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
108500 	 Reward:  3.412 	 Win Rate:  0.0 	 Completion:  62 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5478900074958801 	 LR:  [0.0004] 	 Epsilon:  0.30735686772502346
109000 	 Reward:  3.141 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.585241973400116 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
109500 	 Reward:  3.29 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5733799934387207 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
110000 	 Reward:  2.747 	 Win Rate:  0.2 	 Completion:  56 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5654305815696716 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
110500 	 Reward:  2.662 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.5900781154632568 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
111000 	 Reward:  3.168 	 Win Rate:  0.0 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5584095120429993 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
111500 	 Reward:  3.203 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5445945262908936 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
112000 	 Reward:  2.607 	 Win Rate:  0.4 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5661937594413757 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
112500 	 Reward:  2.963 	 Win Rate:  0.6 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5637856125831604 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
113000 	 Reward:  2.879 	 Win Rate:  0.4 	 Completion:  58 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5573102235794067 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
113500 	 Reward:  2.847 	 Win Rate:  0.0 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5696631073951721 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
114000 	 Reward:  3.092 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5652021765708923 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
114500 	 Reward:  2.939 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5744872093200684 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
115000 	 Reward:  2.846 	 Win Rate:  0.0 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5707229375839233 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
115500 	 Reward:  2.85 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5400334000587463 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
116000 	 Reward:  2.814 	 Win Rate:  0.8 	 Completion:  57 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5964154005050659 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
116500 	 Reward:  2.981 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5427996516227722 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
117000 	 Reward:  2.861 	 Win Rate:  0.0 	 Completion:  56 	 Efficiency:  55 	 Duration:  0 	 Loss:  0.5720131397247314 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
117500 	 Reward:  3.25 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.6065489053726196 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
118000 	 Reward:  3.144 	 Win Rate:  0.0 	 Completion:  62 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5797069072723389 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
118500 	 Reward:  3.176 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5726975202560425 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
119000 	 Reward:  2.926 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5571280717849731 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
119500 	 Reward:  3.064 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5453131794929504 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
120000 	 Reward:  3.082 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5641892552375793 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
120500 	 Reward:  3.22 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5562763214111328 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
121000 	 Reward:  3.249 	 Win Rate:  0.6 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.579931378364563 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
121500 	 Reward:  2.744 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5416254997253418 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
122000 	 Reward:  2.933 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5814774036407471 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
122500 	 Reward:  3.083 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5556313991546631 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
123000 	 Reward:  2.838 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5341947674751282 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
123500 	 Reward:  3.034 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5401335954666138 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
124000 	 Reward:  3.013 	 Win Rate:  0.8 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5890504121780396 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
124500 	 Reward:  2.966 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5547700524330139 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
125000 	 Reward:  3.098 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5638492703437805 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
125500 	 Reward:  2.877 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5794013738632202 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
126000 	 Reward:  3.06 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5563290119171143 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
126500 	 Reward:  3.034 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5325239300727844 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
127000 	 Reward:  3.246 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5298473834991455 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
127500 	 Reward:  3.222 	 Win Rate:  0.2 	 Completion:  62 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5419904589653015 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
128000 	 Reward:  3.44 	 Win Rate:  0.4 	 Completion:  63 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.5563502907752991 	 LR:  [0.0004] 	 Epsilon:  0.2919890243387723
128500 	 Reward:  3.078 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5783874988555908 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
129000 	 Reward:  3.149 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5397946238517761 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
129500 	 Reward:  3.138 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5644617676734924 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
